Year,Series,Discrimination indicators,Geography,Gender,Age group,Immigrant status,Visible minority,Indigenous identity,Disability,LGBTQ2+,Highest level of education,Main activity,Area,Progress,GeoCode,Value
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Prince Edward Island,Women,,,,,,,,,,,11,78.2
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Nova Scotia,Total,,,,,,,,,,,12,26.6
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Nova Scotia,Total,,,,,,,,,,,12,73.4
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Nova Scotia,Men,,,,,,,,,,,12,19.2
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Nova Scotia,Men,,,,,,,,,,,12,80.8
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Nova Scotia,Women,,,,,,,,,,,12,33.8
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Nova Scotia,Women,,,,,,,,,,,12,66.2
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,New Brunswick,Total,,,,,,,,,,,13,21.2
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,New Brunswick,Total,,,,,,,,,,,13,78.8
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,New Brunswick,Men,,,,,,,,,,,13,22.8
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,New Brunswick,Men,,,,,,,,,,,13,77.2
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,New Brunswick,Women,,,,,,,,,,,13,19.7
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,New Brunswick,Women,,,,,,,,,,,13,80.3
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Quebec,Total,,,,,,,,,,,24,16.1
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Quebec,Total,,,,,,,,,,,24,83.9
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Quebec,Men,,,,,,,,,,,24,13.2
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Quebec,Men,,,,,,,,,,,24,86.8
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Quebec,Women,,,,,,,,,,,24,19.0
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Quebec,Women,,,,,,,,,,,24,81.0
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Ontario,Total,,,,,,,,,,,35,28.9
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Ontario,Total,,,,,,,,,,,35,71.1
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Ontario,Men,,,,,,,,,,,35,27.0
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Ontario,Men,,,,,,,,,,,35,73.0
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Ontario,Women,,,,,,,,,,,35,30.8
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Ontario,Women,,,,,,,,,,,35,69.2
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Manitoba,Total,,,,,,,,,,,46,31.5
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Manitoba,Total,,,,,,,,,,,46,68.5
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Manitoba,Men,,,,,,,,,,,46,28.0
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Manitoba,Men,,,,,,,,,,,46,72.0
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Manitoba,Women,,,,,,,,,,,46,35.1
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Manitoba,Women,,,,,,,,,,,46,64.9
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Saskatchewan,Total,,,,,,,,,,,47,22.1
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Saskatchewan,Total,,,,,,,,,,,47,77.9
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Saskatchewan,Men,,,,,,,,,,,47,19.5
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Saskatchewan,Men,,,,,,,,,,,47,80.5
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Saskatchewan,Women,,,,,,,,,,,47,24.9
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Saskatchewan,Women,,,,,,,,,,,47,75.1
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Alberta,Total,,,,,,,,,,,48,34.8
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Alberta,Total,,,,,,,,,,,48,65.2
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Alberta,Men,,,,,,,,,,,48,32.1
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Alberta,Men,,,,,,,,,,,48,67.9
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Alberta,Women,,,,,,,,,,,48,37.6
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Alberta,Women,,,,,,,,,,,48,62.4
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,British Columbia,Total,,,,,,,,,,,59,27.7
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,British Columbia,Total,,,,,,,,,,,59,72.3
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,British Columbia,Men,,,,,,,,,,,59,23.3
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,British Columbia,Men,,,,,,,,,,,59,76.7
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,British Columbia,Women,,,,,,,,,,,59,32.0
2024 Q4,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,British Columbia,Women,,,,,,,,,,,59,68.0
2024 Q1,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,,,,,,,,,,,,39.9,,39.9
2024 Q1,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,,,,,,,,,,,,17.7,,17.7
2024 Q1,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,,,,,,,,,,,,18.7,,18.7
2024 Q1,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,,,,,,,,,,,,16.7,,16.7
2024 Q1,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",,,,,,,,,,,,48.0,,48.0
2024 Q1,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,,,,,,,,,,,,22.4,,22.4
2024 Q1,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,,,,,,,,,,,,17.5,,17.5
2024 Q1,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,,,,,,,,,,,,20.2,,20.2
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,,,,,,,,,,,,,,41.1
2024 Q2,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,,,,,,,,,,,,,,18.6
