Year,Geography,Type of materials diverted,Sources of materials prepared for recycling,GeoCode,Value
2022,Manitoba,All organic materials,Residential sources of diverted materials,46,23.6519587021651
2022,Manitoba,All organic materials,Non-residential sources of diverted materials,46,18.0154158950224
2022,Manitoba,Food waste and source separated organics,All sources of diverted materials,46,2.06361746832719
2022,Manitoba,Food waste and source separated organics,Residential sources of diverted materials,46,
2022,Manitoba,Food waste and source separated organics,Non-residential sources of diverted materials,46,
2022,Manitoba,Leaf and yard waste,All sources of diverted materials,46,29.31469493858
2022,Manitoba,Leaf and yard waste,Residential sources of diverted materials,46,
2022,Manitoba,Leaf and yard waste,Non-residential sources of diverted materials,46,
2022,Manitoba,Other organic materials,All sources of diverted materials,46,10.2897701208013
2022,Manitoba,Other organic materials,Residential sources of diverted materials,46,1.17091708151395
2022,Manitoba,Other organic materials,Non-residential sources of diverted materials,46,9.11885303928731
2022,Manitoba,Other materials,All sources of diverted materials,46,5.12116938795159
2022,Manitoba,Other materials,Residential sources of diverted materials,46,2.91738167649274
2022,Manitoba,Other materials,Non-residential sources of diverted materials,46,2.20378771145885
2022,Saskatchewan,All materials diverted,All sources of diverted materials,47,159.272946357731
2022,Saskatchewan,All materials diverted,Residential sources of diverted materials,47,
2022,Saskatchewan,All materials diverted,Non-residential sources of diverted materials,47,
2022,Saskatchewan,All paper fibres,All sources of diverted materials,47,39.1156217250553
2022,Saskatchewan,All paper fibres,Residential sources of diverted materials,47,32.3847749808011
2022,Saskatchewan,All paper fibres,Non-residential sources of diverted materials,47,6.73084674425413
2022,Saskatchewan,Glass,All sources of diverted materials,47,
2022,Saskatchewan,Glass,Residential sources of diverted materials,47,
2022,Saskatchewan,Glass,Non-residential sources of diverted materials,47,
2022,Saskatchewan,Ferrous metals,All sources of diverted materials,47,32.7208081768078
2022,Saskatchewan,Ferrous metals,Residential sources of diverted materials,47,6.97184024846091
2022,Saskatchewan,Ferrous metals,Non-residential sources of diverted materials,47,25.7481193596701
2022,Saskatchewan,Copper and aluminum,All sources of diverted materials,47,6.21321985141562
2022,Saskatchewan,Copper and aluminum,Residential sources of diverted materials,47,
2022,Saskatchewan,Copper and aluminum,Non-residential sources of diverted materials,47,
2022,Saskatchewan,Mixed metals,All sources of diverted materials,47,1.18375330411429
2022,Saskatchewan,Mixed metals,Residential sources of diverted materials,47,0.845174402077296
2022,Saskatchewan,Mixed metals,Non-residential sources of diverted materials,47,0.338578902036989
2022,Saskatchewan,White goods,All sources of diverted materials,47,1.28473297665163
2022,Saskatchewan,White goods,Residential sources of diverted materials,47,
2022,Saskatchewan,White goods,Non-residential sources of diverted materials,47,
2022,Saskatchewan,Electronics,All sources of diverted materials,47,1.50196655790845
2022,Saskatchewan,Electronics,Residential sources of diverted materials,47,
2022,Saskatchewan,Electronics,Non-residential sources of diverted materials,47,
2022,Saskatchewan,Plastics,All sources of diverted materials,47,5.77535841419486
2022,Saskatchewan,Plastics,Residential sources of diverted materials,47,5.43847664951144
2022,Saskatchewan,Plastics,Non-residential sources of diverted materials,47,0.33688176468342
2022,Saskatchewan,Gable top and aseptic containers,All sources of diverted materials,47,
2022,Saskatchewan,Gable top and aseptic containers,Residential sources of diverted materials,47,
2022,Saskatchewan,Gable top and aseptic containers,Non-residential sources of diverted materials,47,
2022,Saskatchewan,Textiles,All sources of diverted materials,47,
2022,Saskatchewan,Textiles,Residential sources of diverted materials,47,
2022,Saskatchewan,Textiles,Non-residential sources of diverted materials,47,
2022,Saskatchewan,Tires,All sources of diverted materials,47,22.9894225914439
2022,Saskatchewan,Tires,Residential sources of diverted materials,47,
2022,Saskatchewan,Tires,Non-residential sources of diverted materials,47,
2022,Saskatchewan,"Construction, renovation and demolition",All sources of diverted materials,47,
2022,Saskatchewan,"Construction, renovation and demolition",Residential sources of diverted materials,47,
2022,Saskatchewan,"Construction, renovation and demolition",Non-residential sources of diverted materials,47,
2022,Saskatchewan,All organic materials,All sources of diverted materials,47,35.4107708822144
2022,Saskatchewan,All organic materials,Residential sources of diverted materials,47,27.4791994603103
2022,Saskatchewan,All organic materials,Non-residential sources of diverted materials,47,7.9315714219041
2022,Saskatchewan,Food waste and source separated organics,All sources of diverted materials,47,6.61034999215074
2022,Saskatchewan,Food waste and source separated organics,Residential sources of diverted materials,47,
2022,Saskatchewan,Food waste and source separated organics,Non-residential sources of diverted materials,47,
2022,Saskatchewan,Leaf and yard waste,All sources of diverted materials,47,15.6094208094497
2022,Saskatchewan,Leaf and yard waste,Residential sources of diverted materials,47,
2022,Saskatchewan,Leaf and yard waste,Non-residential sources of diverted materials,47,
2022,Saskatchewan,Other organic materials,All sources of diverted materials,47,13.191000080614
2022,Saskatchewan,Other organic materials,Residential sources of diverted materials,47,
2022,Saskatchewan,Other organic materials,Non-residential sources of diverted materials,47,
2022,Saskatchewan,Other materials,All sources of diverted materials,47,0.538841109758115
2022,Saskatchewan,Other materials,Residential sources of diverted materials,47,0.49386696988854
2022,Saskatchewan,Other materials,Non-residential sources of diverted materials,47,0.044974139869575
2022,Alberta,All materials diverted,All sources of diverted materials,48,214.960626255474
2022,Alberta,All materials diverted,Residential sources of diverted materials,48,
2022,Alberta,All materials diverted,Non-residential sources of diverted materials,48,
2022,Alberta,All paper fibres,All sources of diverted materials,48,60.751356704333
2022,Alberta,All paper fibres,Residential sources of diverted materials,48,11.7856310717493
2022,Alberta,All paper fibres,Non-residential sources of diverted materials,48,48.9655039398131
2022,Alberta,Glass,All sources of diverted materials,48,13.3430227853613
2022,Alberta,Glass,Residential sources of diverted materials,48,10.4224422252013
2022,Alberta,Glass,Non-residential sources of diverted materials,48,2.92058056015999
2022,Alberta,Ferrous metals,All sources of diverted materials,48,12.6670815277381
2022,Alberta,Ferrous metals,Residential sources of diverted materials,48,1.3787073404915
2022,Alberta,Ferrous metals,Non-residential sources of diverted materials,48,11.288152494476
2022,Alberta,Copper and aluminum,All sources of diverted materials,48,4.68348147213754
2022,Alberta,Copper and aluminum,Residential sources of diverted materials,48,3.2449170835784
2022,Alberta,Copper and aluminum,Non-residential sources of diverted materials,48,1.43856438855915
2022,Alberta,Mixed metals,All sources of diverted materials,48,4.4032618100727
2022,Alberta,Mixed metals,Residential sources of diverted materials,48,1.66180900857441
2022,Alberta,Mixed metals,Non-residential sources of diverted materials,48,2.74167449426891
2022,Alberta,White goods,All sources of diverted materials,48,3.24935093899081
2022,Alberta,White goods,Residential sources of diverted materials,48,2.38009358538619
2022,Alberta,White goods,Non-residential sources of diverted materials,48,0.869257353604625
2022,Alberta,Electronics,All sources of diverted materials,48,1.88283670088347
2022,Alberta,Electronics,Residential sources of diverted materials,48,
2022,Alberta,Electronics,Non-residential sources of diverted materials,48,
2022,Alberta,Plastics,All sources of diverted materials,48,8.93444034879367
2022,Alberta,Plastics,Residential sources of diverted materials,48,6.08125439090244
2022,Alberta,Plastics,Non-residential sources of diverted materials,48,2.85318595789123
2022,Alberta,Gable top and aseptic containers,All sources of diverted materials,48,
2022,Alberta,Gable top and aseptic containers,Residential sources of diverted materials,48,
2022,Alberta,Gable top and aseptic containers,Non-residential sources of diverted materials,48,
2022,Alberta,Textiles,All sources of diverted materials,48,
2022,Alberta,Textiles,Residential sources of diverted materials,48,
2022,Alberta,Textiles,Non-residential sources of diverted materials,48,
2022,Alberta,Tires,All sources of diverted materials,48,14.5842806080678
2022,Alberta,Tires,Residential sources of diverted materials,48,
2022,Alberta,Tires,Non-residential sources of diverted materials,48,
2022,Alberta,"Construction, renovation and demolition",All sources of diverted materials,48,16.3321064116431
2022,Alberta,"Construction, renovation and demolition",Residential sources of diverted materials,48,1.70215709282742
2022,Alberta,"Construction, renovation and demolition",Non-residential sources of diverted materials,48,14.6299493188157
2022,Alberta,All organic materials,All sources of diverted materials,48,72.5591570531444
2022,Alberta,All organic materials,Residential sources of diverted materials,48,56.0796249490384
2022,Alberta,All organic materials,Non-residential sources of diverted materials,48,16.479532104106
2022,Alberta,Food waste and source separated organics,All sources of diverted materials,48,48.3605043687886
2022,Alberta,Food waste and source separated organics,Residential sources of diverted materials,48,39.706727067601
2022,Alberta,Food waste and source separated organics,Non-residential sources of diverted materials,48,8.65377730118759
