Year,Status,Geography,Gender,Age group,GeoCode,Value
2017,"Sub-total, not in employment, education or training (NEET)",British Columbia,Men+,20 to 24 years,59,13
2017,"Sub-total, not in employment, education or training (NEET)",British Columbia,Women+,20 to 24 years,59,10
2017,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 19 years,59,2
2017,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Men+,15 to 19 years,59,2
2017,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 24 years,59,3
2017,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Men+,15 to 24 years,59,4
2017,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Women+,15 to 24 years,59,2
2017,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Total - Gender,18 to 24 years,59,4
2017,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Men+,18 to 24 years,59,5
2017,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Women+,18 to 24 years,59,3
2017,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Total - Gender,20 to 24 years,59,5
2017,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Men+,20 to 24 years,59,6
2017,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Women+,20 to 24 years,59,3
2017,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 19 years,59,4
2017,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Men+,15 to 19 years,59,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 24 years,59,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Men+,15 to 24 years,59,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Women+,15 to 24 years,59,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Total - Gender,18 to 24 years,59,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Men+,18 to 24 years,59,7
2017,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Women+,18 to 24 years,59,6
2017,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Total - Gender,20 to 24 years,59,7
2017,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Men+,20 to 24 years,59,7
2017,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Women+,20 to 24 years,59,6
2017,"Sub-total, not in employment, education or training (NEET)",Yukon,Total - Gender,15 to 24 years,60,13
2017,"Sub-total, not in employment, education or training (NEET)",Yukon,Women+,15 to 24 years,60,18
2017,"Sub-total, not in employment, education or training (NEET)",Yukon,Total - Gender,18 to 24 years,60,16
2017,"Sub-total, not in employment, education or training (NEET)",Yukon,Women+,18 to 24 years,60,19
2017,"Sub-total, not in employment, education or training (NEET)",Yukon,Total - Gender,20 to 24 years,60,21
2017,"Sub-total, not in employment, education or training (NEET)",Yukon,Women+,20 to 24 years,60,24
2017,"Unemployed, Not in employment, education or training (NEET)",Yukon,Total - Gender,15 to 24 years,60,5
2017,"Not in the labour force, Not in employment, education or training (NEET)",Yukon,Total - Gender,15 to 24 years,60,7
2017,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Total - Gender,15 to 24 years,61,19
2017,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Men+,15 to 24 years,61,22
2017,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Women+,15 to 24 years,61,16
2017,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Total - Gender,18 to 24 years,61,25
2017,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Men+,18 to 24 years,61,29
2017,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Women+,18 to 24 years,61,20
2017,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Total - Gender,20 to 24 years,61,29
2017,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Men+,20 to 24 years,61,35
2017,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Women+,20 to 24 years,61,22
2017,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,15 to 24 years,61,6
2017,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Men+,15 to 24 years,61,9
2017,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,18 to 24 years,61,8
2017,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Men+,18 to 24 years,61,12
2017,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,20 to 24 years,61,10
2017,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Men+,20 to 24 years,61,16
2017,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,15 to 24 years,61,13
2017,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Men+,15 to 24 years,61,13
2017,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,18 to 24 years,61,16
2017,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Men+,18 to 24 years,61,17
2017,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,20 to 24 years,61,19
2017,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Men+,20 to 24 years,61,19
2017,"Sub-total, not in employment, education or training (NEET)",Nunavut,Total - Gender,15 to 19 years,62,27
2017,"Sub-total, not in employment, education or training (NEET)",Nunavut,Men+,15 to 19 years,62,29
2017,"Sub-total, not in employment, education or training (NEET)",Nunavut,Total - Gender,15 to 24 years,62,34
2017,"Sub-total, not in employment, education or training (NEET)",Nunavut,Men+,15 to 24 years,62,37
2017,"Sub-total, not in employment, education or training (NEET)",Nunavut,Women+,15 to 24 years,62,31
2017,"Sub-total, not in employment, education or training (NEET)",Nunavut,Total - Gender,18 to 24 years,62,41
2017,"Sub-total, not in employment, education or training (NEET)",Nunavut,Men+,18 to 24 years,62,45
2017,"Sub-total, not in employment, education or training (NEET)",Nunavut,Women+,18 to 24 years,62,37
2017,"Sub-total, not in employment, education or training (NEET)",Nunavut,Total - Gender,20 to 24 years,62,42
2017,"Sub-total, not in employment, education or training (NEET)",Nunavut,Men+,20 to 24 years,62,46
2017,"Sub-total, not in employment, education or training (NEET)",Nunavut,Women+,20 to 24 years,62,38
2017,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Total - Gender,15 to 19 years,62,7
2017,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Total - Gender,15 to 24 years,62,9
2017,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Men+,15 to 24 years,62,13
2017,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Total - Gender,18 to 24 years,62,12
2017,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Men+,18 to 24 years,62,17
2017,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Total - Gender,20 to 24 years,62,11
2017,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Men+,20 to 24 years,62,18
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Total - Gender,15 to 19 years,62,20
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Women+,15 to 19 years,62,19
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Total - Gender,15 to 24 years,62,25
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Men+,15 to 24 years,62,25
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Total - Gender,18 to 24 years,62,29
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Men+,18 to 24 years,62,29
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Total - Gender,20 to 24 years,62,31
2017,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Men+,20 to 24 years,62,29
2018,"Sub-total, not in employment, education or training (NEET)",Canada,Total - Gender,15 to 19 years,,6
2018,"Sub-total, not in employment, education or training (NEET)",Canada,Men+,15 to 19 years,,7
2018,"Sub-total, not in employment, education or training (NEET)",Canada,Women+,15 to 19 years,,5
2018,,,,,,10
2018,"Sub-total, not in employment, education or training (NEET)",Canada,Men+,15 to 24 years,,11
2018,"Sub-total, not in employment, education or training (NEET)",Canada,Women+,15 to 24 years,,8
2018,"Sub-total, not in employment, education or training (NEET)",Canada,Total - Gender,18 to 24 years,,12
2018,"Sub-total, not in employment, education or training (NEET)",Canada,Men+,18 to 24 years,,14
2018,"Sub-total, not in employment, education or training (NEET)",Canada,Women+,18 to 24 years,,10
2018,"Sub-total, not in employment, education or training (NEET)",Canada,Total - Gender,20 to 24 years,,13
2018,"Sub-total, not in employment, education or training (NEET)",Canada,Men+,20 to 24 years,,14
2018,"Sub-total, not in employment, education or training (NEET)",Canada,Women+,20 to 24 years,,12
2018,"Unemployed, Not in employment, education or training (NEET)",Canada,Total - Gender,15 to 19 years,,2
2018,"Unemployed, Not in employment, education or training (NEET)",Canada,Men+,15 to 19 years,,3
2018,"Unemployed, Not in employment, education or training (NEET)",Canada,Women+,15 to 19 years,,1
2018,"Unemployed, Not in employment, education or training (NEET)",Canada,Total - Gender,15 to 24 years,,4
2018,"Unemployed, Not in employment, education or training (NEET)",Canada,Men+,15 to 24 years,,5
2018,"Unemployed, Not in employment, education or training (NEET)",Canada,Women+,15 to 24 years,,2
2018,"Unemployed, Not in employment, education or training (NEET)",Canada,Total - Gender,18 to 24 years,,5
2018,"Unemployed, Not in employment, education or training (NEET)",Canada,Men+,18 to 24 years,,7
2018,"Unemployed, Not in employment, education or training (NEET)",Canada,Women+,18 to 24 years,,3
2018,"Unemployed, Not in employment, education or training (NEET)",Canada,Total - Gender,20 to 24 years,,5
2018,"Unemployed, Not in employment, education or training (NEET)",Canada,Men+,20 to 24 years,,7
2018,"Unemployed, Not in employment, education or training (NEET)",Canada,Women+,20 to 24 years,,3
2018,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Total - Gender,15 to 19 years,,4
2018,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Men+,15 to 19 years,,4
2018,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Women+,15 to 19 years,,3
2018,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Total - Gender,15 to 24 years,,6
2018,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Men+,15 to 24 years,,6
2018,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Women+,15 to 24 years,,6
2018,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Total - Gender,18 to 24 years,,7
2018,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Men+,18 to 24 years,,7
2018,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Women+,18 to 24 years,,7
2018,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Total - Gender,20 to 24 years,,8
2018,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Men+,20 to 24 years,,7
2018,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Women+,20 to 24 years,,8
2018,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,15 to 19 years,10,6
2018,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Men+,15 to 19 years,10,8
2018,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Total - Gender,15 to 24 years,10,12
