Year,Series,Elements,Data categories,Pillar,Value
2018,Open Data Inventory (ODIN),Coverage subscore,National accounts,,100.0
2018,Open Data Inventory (ODIN),Coverage subscore,Labor,,90.0
2018,Open Data Inventory (ODIN),Coverage subscore,Price indexes,,100.0
2018,Open Data Inventory (ODIN),Coverage subscore,Government finance,,75.0
2018,Open Data Inventory (ODIN),Coverage subscore,Money and banking,,100.0
2018,Open Data Inventory (ODIN),Coverage subscore,International trade,,100.0
2018,Open Data Inventory (ODIN),Coverage subscore,Balance of payments,,100.0
2018,Open Data Inventory (ODIN),Coverage subscore,Economic and financial statistics subscore,,94.2
2018,Open Data Inventory (ODIN),Coverage subscore,Agriculture and land use,,70.0
2018,Open Data Inventory (ODIN),Coverage subscore,Resource use,,75.0
2018,Open Data Inventory (ODIN),Coverage subscore,Energy use,,87.5
2018,Open Data Inventory (ODIN),Coverage subscore,Pollution,,87.5
2018,Open Data Inventory (ODIN),Coverage subscore,Built environment,,50.0
2018,Open Data Inventory (ODIN),Coverage subscore,Environment subscore,,72.7
2018,Open Data Inventory (ODIN),Coverage subscore,All categories,,77.8
2019,Open Data Inventory (ODIN),Coverage subscore,Population and vital statistics,,100.0
2019,Open Data Inventory (ODIN),Coverage subscore,Education facilities,,50.0
2019,Open Data Inventory (ODIN),Coverage subscore,Education outcomes,,50.0
2019,Open Data Inventory (ODIN),Coverage subscore,Health facilities,,70.0
2019,Open Data Inventory (ODIN),Coverage subscore,Health outcomes,,100.0
2019,Open Data Inventory (ODIN),Coverage subscore,Reproductive health,,40.0
2019,Open Data Inventory (ODIN),Coverage subscore,Gender statistics,,50.0
2019,Open Data Inventory (ODIN),Coverage subscore,Crime and justice,,80.0
2019,Open Data Inventory (ODIN),Coverage subscore,Poverty and income,,90.0
2019,Open Data Inventory (ODIN),Coverage subscore,Social statistics subscore,,70.0
2019,Open Data Inventory (ODIN),Coverage subscore,National accounts,,100.0
2019,Open Data Inventory (ODIN),Coverage subscore,Labor,,90.0
2019,Open Data Inventory (ODIN),Coverage subscore,Price indexes,,100.0
2019,Open Data Inventory (ODIN),Coverage subscore,Government finance,,75.0
2019,Open Data Inventory (ODIN),Coverage subscore,Money and banking,,100.0
2019,Open Data Inventory (ODIN),Coverage subscore,International trade,,100.0
2019,Open Data Inventory (ODIN),Coverage subscore,Balance of payments,,100.0
2019,Open Data Inventory (ODIN),Coverage subscore,Economic and financial statistics subscore,,94.2
2019,Open Data Inventory (ODIN),Coverage subscore,Agriculture and land use,,70.0
2019,Open Data Inventory (ODIN),Coverage subscore,Resource use,,75.0
2019,Open Data Inventory (ODIN),Coverage subscore,Energy use,,87.5
2019,Open Data Inventory (ODIN),Coverage subscore,Pollution,,87.5
2019,Open Data Inventory (ODIN),Coverage subscore,Built environment,,50.0
2019,Open Data Inventory (ODIN),Coverage subscore,Environment subscore,,72.7
2019,Open Data Inventory (ODIN),Coverage subscore,All categories,,77.8
2020,Open Data Inventory (ODIN),Coverage subscore,Population and vital statistics,,90.0
2020,Open Data Inventory (ODIN),Coverage subscore,Education facilities,,50.0
2020,Open Data Inventory (ODIN),Coverage subscore,Education outcomes,,40.0
2020,Open Data Inventory (ODIN),Coverage subscore,Health facilities,,60.0
2020,Open Data Inventory (ODIN),Coverage subscore,Health outcomes,,70.0
2020,Open Data Inventory (ODIN),Coverage subscore,Reproductive health,,50.0
2020,Open Data Inventory (ODIN),Coverage subscore,Food security and nutrition,,37.5
2020,Open Data Inventory (ODIN),Coverage subscore,Gender statistics,,50.0
2020,Open Data Inventory (ODIN),Coverage subscore,Crime and justice,,80.0
2020,Open Data Inventory (ODIN),Coverage subscore,Poverty and income,,90.0
2020,Open Data Inventory (ODIN),Coverage subscore,Social statistics subscore,,62.2
2020,Open Data Inventory (ODIN),Coverage subscore,National accounts,,87.5
2020,Open Data Inventory (ODIN),Coverage subscore,Labor,,100.0
2020,Open Data Inventory (ODIN),Coverage subscore,Price indexes,,100.0
2020,Open Data Inventory (ODIN),Coverage subscore,Government finance,,75.0
2020,Open Data Inventory (ODIN),Coverage subscore,Money and banking,,100.0
2020,Open Data Inventory (ODIN),Coverage subscore,International trade,,100.0
2020,Open Data Inventory (ODIN),Coverage subscore,Balance of payments,,100.0
2020,Open Data Inventory (ODIN),Coverage subscore,Economic and financial statistics subscore,,94.2
2020,Open Data Inventory (ODIN),Coverage subscore,Agriculture and land use,,50.0
2020,Open Data Inventory (ODIN),Coverage subscore,Resource use,,75.0
2020,Open Data Inventory (ODIN),Coverage subscore,Energy use,,100.0
2020,Open Data Inventory (ODIN),Coverage subscore,Pollution,,62.5
2020,Open Data Inventory (ODIN),Coverage subscore,Built environment,,50.0
2020,Open Data Inventory (ODIN),Coverage subscore,Environment subscore,,64.3
2020,Open Data Inventory (ODIN),Coverage subscore,All categories,,72.2
2022,Open Data Inventory (ODIN),Coverage subscore,Population and vital statistics,,90.0
2022,Open Data Inventory (ODIN),Coverage subscore,Education facilities,,50.0
2022,Open Data Inventory (ODIN),Coverage subscore,Education outcomes,,40.0
2022,Open Data Inventory (ODIN),Coverage subscore,Health facilities,,60.0
2022,Open Data Inventory (ODIN),Coverage subscore,Health outcomes,,100.0
2022,Open Data Inventory (ODIN),Coverage subscore,Reproductive health,,70.0
2022,Open Data Inventory (ODIN),Coverage subscore,Food security and nutrition,,50.0
2022,Open Data Inventory (ODIN),Coverage subscore,Gender statistics,,60.0
2022,Open Data Inventory (ODIN),Coverage subscore,Crime and justice,,80.0
2022,Open Data Inventory (ODIN),Coverage subscore,Poverty and income,,100.0
2022,Open Data Inventory (ODIN),Coverage subscore,Social statistics subscore,,70.4
2022,Open Data Inventory (ODIN),Coverage subscore,National accounts,,87.5
2022,Open Data Inventory (ODIN),Coverage subscore,Labor,,100.0
2022,Open Data Inventory (ODIN),Coverage subscore,Price indexes,,100.0
2022,Open Data Inventory (ODIN),Coverage subscore,Government finance,,75.0
2022,Open Data Inventory (ODIN),Coverage subscore,Money and banking,,100.0
2022,Open Data Inventory (ODIN),Coverage subscore,International trade,,100.0
2022,Open Data Inventory (ODIN),Coverage subscore,Balance of payments,,100.0
2022,Open Data Inventory (ODIN),Coverage subscore,Economic and financial statistics subscore,,94.2
2022,Open Data Inventory (ODIN),Coverage subscore,Agriculture and land use,,50.0
2022,Open Data Inventory (ODIN),Coverage subscore,Resource use,,62.5
2022,Open Data Inventory (ODIN),Coverage subscore,Energy use,,100.0
2022,Open Data Inventory (ODIN),Coverage subscore,Pollution,,87.5
2022,Open Data Inventory (ODIN),Coverage subscore,Built environment,,50.0
2022,Open Data Inventory (ODIN),Coverage subscore,Environment subscore,,66.7
2022,Open Data Inventory (ODIN),Coverage subscore,All categories,,76.1
2024,Open Data Inventory (ODIN),Coverage subscore,Population and vital statistics,,80.0
2024,Open Data Inventory (ODIN),Coverage subscore,Education facilities,,40.0
2024,Open Data Inventory (ODIN),Coverage subscore,Education outcomes,,40.0
2024,Open Data Inventory (ODIN),Coverage subscore,Health facilities,,90.0
2024,Open Data Inventory (ODIN),Coverage subscore,Health outcomes,,100.0
2024,Open Data Inventory (ODIN),Coverage subscore,Reproductive health,,70.0
2024,Open Data Inventory (ODIN),Coverage subscore,Food security and nutrition,,50.0
2024,Open Data Inventory (ODIN),Coverage subscore,Gender statistics,,60.0
2024,Open Data Inventory (ODIN),Coverage subscore,Crime and justice,,80.0
2024,Open Data Inventory (ODIN),Coverage subscore,Poverty and income,,100.0
2024,Open Data Inventory (ODIN),Coverage subscore,Social statistics subscore,,71.4
2024,Open Data Inventory (ODIN),Coverage subscore,National accounts,,75.0
2024,Open Data Inventory (ODIN),Coverage subscore,Labor,,100.0
2024,Open Data Inventory (ODIN),Coverage subscore,Price indexes,,87.5
2024,Open Data Inventory (ODIN),Coverage subscore,Government finance,,75.0
2024,Open Data Inventory (ODIN),Coverage subscore,Money and banking,,100.0
2024,Open Data Inventory (ODIN),Coverage subscore,International trade,,100.0
2024,Open Data Inventory (ODIN),Coverage subscore,Balance of payments,,100.0
2024,Open Data Inventory (ODIN),Coverage subscore,Economic and financial statistics subscore,,90.4
2024,Open Data Inventory (ODIN),Coverage subscore,Agriculture and land use,,70.0
2024,Open Data Inventory (ODIN),Coverage subscore,Resource use,,75.0
2024,Open Data Inventory (ODIN),Coverage subscore,Energy use,,100.0
2024,Open Data Inventory (ODIN),Coverage subscore,Pollution,,66.7
2024,Open Data Inventory (ODIN),Coverage subscore,Built environment,,50.0
2024,Open Data Inventory (ODIN),Coverage subscore,Environment subscore,,70.0
2024,Open Data Inventory (ODIN),Coverage subscore,All categories,,76.6
2016,Open Data Inventory (ODIN),Machine readable,Population and vital statistics,,100.0
2016,Open Data Inventory (ODIN),Machine readable,Education facilities,,100.0
2016,Open Data Inventory (ODIN),Machine readable,Education outcomes,,100.0
2016,Open Data Inventory (ODIN),Machine readable,Health facilities,,0.0
2016,Open Data Inventory (ODIN),Machine readable,Health outcomes,,100.0
2016,Open Data Inventory (ODIN),Machine readable,Reproductive health,,50.0
2016,Open Data Inventory (ODIN),Machine readable,Gender statistics,,50.0
2016,Open Data Inventory (ODIN),Machine readable,Poverty and income,,100.0
2016,Open Data Inventory (ODIN),Machine readable,Social statistics subscore,,75.0
2016,Open Data Inventory (ODIN),Machine readable,National accounts,,100.0
2016,Open Data Inventory (ODIN),Machine readable,Labor,,100.0
2016,Open Data Inventory (ODIN),Machine readable,Price indexes,,100.0
2016,Open Data Inventory (ODIN),Machine readable,Government finance,,100.0
2016,Open Data Inventory (ODIN),Machine readable,Money and banking,,100.0
2016,Open Data Inventory (ODIN),Machine readable,International trade,,100.0
2016,Open Data Inventory (ODIN),Machine readable,Balance of payments,,100.0
2016,Open Data Inventory (ODIN),Machine readable,Economic and financial statistics subscore,,100.0
2016,Open Data Inventory (ODIN),Machine readable,Agriculture and land use,,100.0
2016,Open Data Inventory (ODIN),Machine readable,Resource use,,50.0
2016,Open Data Inventory (ODIN),Machine readable,Energy use,,100.0
2016,Open Data Inventory (ODIN),Machine readable,Pollution,,100.0
2016,Open Data Inventory (ODIN),Machine readable,Built environment,,100.0
2016,Open Data Inventory (ODIN),Machine readable,Environment subscore,,90.0
2016,Open Data Inventory (ODIN),Machine readable,All categories,,88.3
2017,Open Data Inventory (ODIN),Machine readable,Population and vital statistics,,100.0
2017,Open Data Inventory (ODIN),Machine readable,Education facilities,,100.0
2017,Open Data Inventory (ODIN),Machine readable,Education outcomes,,100.0
2017,Open Data Inventory (ODIN),Machine readable,Health facilities,,100.0
2017,Open Data Inventory (ODIN),Machine readable,Health outcomes,,100.0
2017,Open Data Inventory (ODIN),Machine readable,Reproductive health,,100.0
2017,Open Data Inventory (ODIN),Machine readable,Gender statistics,,100.0
2017,Open Data Inventory (ODIN),Machine readable,Crime and justice,,100.0
2017,Open Data Inventory (ODIN),Machine readable,Poverty and income,,100.0
2017,Open Data Inventory (ODIN),Machine readable,Social statistics subscore,,100.0
2017,Open Data Inventory (ODIN),Machine readable,National accounts,,100.0
2017,Open Data Inventory (ODIN),Machine readable,Labor,,100.0
2017,Open Data Inventory (ODIN),Machine readable,Price indexes,,100.0
2017,Open Data Inventory (ODIN),Machine readable,Government finance,,100.0
2017,Open Data Inventory (ODIN),Machine readable,Money and banking,,100.0
2017,Open Data Inventory (ODIN),Machine readable,International trade,,100.0
2017,Open Data Inventory (ODIN),Machine readable,Balance of payments,,100.0
2017,Open Data Inventory (ODIN),Machine readable,Economic and financial statistics subscore,,100.0
