Year,Type of childhood maltreatment,Geography,Gender,Age,Immigrant status,Visible minority,Indigenous identity,Disability status,Sexual orientation,GeoCode,Value
2018,Physical abuse,Quebec,"Total, gender",,,"Total, visible minority population",,,,24,21.33
2018,Physical abuse,Quebec,Male gender,,,"Total, visible minority population",,,,24,22.88
2018,Physical abuse,Quebec,Female gender,,,"Total, visible minority population",,,,24,19.73
2018,Physical abuse,Quebec,"Total, gender",,,Visible minority population,,,,24,25.39
2018,Physical abuse,Quebec,Male gender,,,Visible minority population,,,,24,27.17
2018,Physical abuse,Quebec,Female gender,,,Visible minority population,,,,24,23.56
2018,Physical abuse,Quebec,"Total, gender",,,Not a visible minority,,,,24,20.9
2018,Physical abuse,Quebec,Male gender,,,Not a visible minority,,,,24,22.37
2018,Physical abuse,Quebec,Female gender,,,Not a visible minority,,,,24,19.42
2018,Sexual abuse,Quebec,"Total, gender",,,"Total, visible minority population",,,,24,7.5
2018,Sexual abuse,Quebec,Male gender,,,"Total, visible minority population",,,,24,3.54
2018,Sexual abuse,Quebec,Female gender,,,"Total, visible minority population",,,,24,11.31
2018,Sexual abuse,Quebec,"Total, gender",,,Visible minority population,,,,24,3.76
2018,Sexual abuse,Quebec,Female gender,,,Visible minority population,,,,24,6.91
2018,Sexual abuse,Quebec,"Total, gender",,,Not a visible minority,,,,24,8.04
2018,Sexual abuse,Quebec,Male gender,,,Not a visible minority,,,,24,3.9
2018,Sexual abuse,Quebec,Female gender,,,Not a visible minority,,,,24,11.99
2018,Physical or sexual abuse,Ontario,"Total, gender",,,"Total, visible minority population",,,,35,26.93
2018,Physical or sexual abuse,Ontario,Male gender,,,"Total, visible minority population",,,,35,26.38
2018,Physical or sexual abuse,Ontario,Female gender,,,"Total, visible minority population",,,,35,27.4
2018,Physical or sexual abuse,Ontario,"Total, gender",,,Visible minority population,,,,35,24.15
2018,Physical or sexual abuse,Ontario,Male gender,,,Visible minority population,,,,35,25.51
2018,Physical or sexual abuse,Ontario,Female gender,,,Visible minority population,,,,35,22.25
2018,Physical or sexual abuse,Ontario,"Total, gender",,,Not a visible minority,,,,35,28.32
2018,Physical or sexual abuse,Ontario,Male gender,,,Not a visible minority,,,,35,27.08
2018,Physical or sexual abuse,Ontario,Female gender,,,Not a visible minority,,,,35,29.43
2018,Physical or sexual abuse,Ontario,"Total, gender",,,"Not stated, visible minority population",,,,35,13.35
2018,Physical abuse,Ontario,"Total, gender",,,"Total, visible minority population",,,,35,23.9
2018,Physical abuse,Ontario,Male gender,,,"Total, visible minority population",,,,35,25.22
2018,Physical abuse,Ontario,Female gender,,,"Total, visible minority population",,,,35,22.57
2018,Physical abuse,Ontario,"Total, gender",,,Visible minority population,,,,35,22.26
2018,Physical abuse,Ontario,Male gender,,,Visible minority population,,,,35,24.74
2018,Physical abuse,Ontario,Female gender,,,Visible minority population,,,,35,19.06
2018,Physical abuse,Ontario,"Total, gender",,,Not a visible minority,,,,35,24.79
2018,Physical abuse,Ontario,Male gender,,,Not a visible minority,,,,35,25.76
2018,Physical abuse,Ontario,Female gender,,,Not a visible minority,,,,35,23.93
2018,Physical abuse,Ontario,"Total, gender",,,"Not stated, visible minority population",,,,35,12.24
2018,Sexual abuse,Ontario,"Total, gender",,,"Total, visible minority population",,,,35,7.01
2018,Sexual abuse,Ontario,Male gender,,,"Total, visible minority population",,,,35,3.48
2018,Sexual abuse,Ontario,Female gender,,,"Total, visible minority population",,,,35,10.44
2018,Sexual abuse,Ontario,"Total, gender",,,Visible minority population,,,,35,5.35
2018,Sexual abuse,Ontario,Male gender,,,Visible minority population,,,,35,3.49
2018,Sexual abuse,Ontario,Female gender,,,Visible minority population,,,,35,7.53
2018,Sexual abuse,Ontario,"Total, gender",,,Not a visible minority,,,,35,7.73
2018,Sexual abuse,Ontario,Male gender,,,Not a visible minority,,,,35,3.46
2018,Sexual abuse,Ontario,Female gender,,,Not a visible minority,,,,35,11.58
2018,Physical or sexual abuse,Manitoba,"Total, gender",,,"Total, visible minority population",,,,46,26.25
2018,Physical or sexual abuse,Manitoba,Male gender,,,"Total, visible minority population",,,,46,26.84
2018,Physical or sexual abuse,Manitoba,Female gender,,,"Total, visible minority population",,,,46,25.85
2018,Physical or sexual abuse,Manitoba,"Total, gender",,,Visible minority population,,,,46,23.74
2018,Physical or sexual abuse,Manitoba,Male gender,,,Visible minority population,,,,46,24.15
2018,Physical or sexual abuse,Manitoba,Female gender,,,Visible minority population,,,,46,23.67
2018,Physical or sexual abuse,Manitoba,"Total, gender",,,Not a visible minority,,,,46,26.81
2018,Physical or sexual abuse,Manitoba,Male gender,,,Not a visible minority,,,,46,27.54
2018,Physical or sexual abuse,Manitoba,Female gender,,,Not a visible minority,,,,46,26.26
2018,Physical abuse,Manitoba,"Total, gender",,,"Total, visible minority population",,,,46,22.95
2018,Physical abuse,Manitoba,Male gender,,,"Total, visible minority population",,,,46,25.97
2018,Physical abuse,Manitoba,Female gender,,,"Total, visible minority population",,,,46,20.09
2018,Physical abuse,Manitoba,"Total, gender",,,Visible minority population,,,,46,22.57
2018,Physical abuse,Manitoba,Male gender,,,Visible minority population,,,,46,23.96
2018,Physical abuse,Manitoba,Female gender,,,Visible minority population,,,,46,21.37
2018,Physical abuse,Manitoba,"Total, gender",,,Not a visible minority,,,,46,23.05
2018,Physical abuse,Manitoba,Male gender,,,Not a visible minority,,,,46,26.54
2018,Physical abuse,Manitoba,Female gender,,,Not a visible minority,,,,46,19.84
2018,Sexual abuse,Manitoba,"Total, gender",,,"Total, visible minority population",,,,46,7.89
2018,Sexual abuse,Manitoba,Male gender,,,"Total, visible minority population",,,,46,3.66
2018,Sexual abuse,Manitoba,Female gender,,,"Total, visible minority population",,,,46,12.15
2018,Sexual abuse,Manitoba,"Total, gender",,,Visible minority population,,,,46,5.7
2018,Sexual abuse,Manitoba,Female gender,,,Visible minority population,,,,46,9.28
2018,Sexual abuse,Manitoba,"Total, gender",,,Not a visible minority,,,,46,8.3
2018,Sexual abuse,Manitoba,Male gender,,,Not a visible minority,,,,46,3.8
2018,Sexual abuse,Manitoba,Female gender,,,Not a visible minority,,,,46,12.65
2018,Physical or sexual abuse,Saskatchewan,"Total, gender",,,"Total, visible minority population",,,,47,26.92
2018,Physical or sexual abuse,Saskatchewan,Male gender,,,"Total, visible minority population",,,,47,26.5
2018,Physical or sexual abuse,Saskatchewan,Female gender,,,"Total, visible minority population",,,,47,27.12
2018,Physical or sexual abuse,Saskatchewan,"Total, gender",,,Visible minority population,,,,47,23.29
2018,Physical or sexual abuse,Saskatchewan,Male gender,,,Visible minority population,,,,47,28.14
2018,Physical or sexual abuse,Saskatchewan,Female gender,,,Visible minority population,,,,47,16.82
2018,Physical or sexual abuse,Saskatchewan,"Total, gender",,,Not a visible minority,,,,47,27.46
2018,Physical or sexual abuse,Saskatchewan,Male gender,,,Not a visible minority,,,,47,26.28
2018,Physical or sexual abuse,Saskatchewan,Female gender,,,Not a visible minority,,,,47,28.35
2018,Physical abuse,Saskatchewan,"Total, gender",,,"Total, visible minority population",,,,47,23.7
2018,Physical abuse,Saskatchewan,Male gender,,,"Total, visible minority population",,,,47,25.53
2018,Physical abuse,Saskatchewan,Female gender,,,"Total, visible minority population",,,,47,21.69
2018,Physical abuse,Saskatchewan,"Total, gender",,,Visible minority population,,,,47,22.26
2018,Physical abuse,Saskatchewan,Male gender,,,Visible minority population,,,,47,27.3
2018,Physical abuse,Saskatchewan,Female gender,,,Visible minority population,,,,47,15.53
2018,Physical abuse,Saskatchewan,"Total, gender",,,Not a visible minority,,,,47,23.93
2018,Physical abuse,Saskatchewan,Male gender,,,Not a visible minority,,,,47,25.3
2018,Physical abuse,Saskatchewan,Female gender,,,Not a visible minority,,,,47,22.4
2018,Sexual abuse,Saskatchewan,"Total, gender",,,"Total, visible minority population",,,,47,6.81
2018,Sexual abuse,Saskatchewan,Male gender,,,"Total, visible minority population",,,,47,2.62
2018,Sexual abuse,Saskatchewan,Female gender,,,"Total, visible minority population",,,,47,11.0
2018,Sexual abuse,Saskatchewan,"Total, gender",,,Visible minority population,,,,47,4.08
2018,Sexual abuse,Saskatchewan,Female gender,,,Visible minority population,,,,47,5.57
2018,Sexual abuse,Saskatchewan,"Total, gender",,,Not a visible minority,,,,47,7.13
2018,Sexual abuse,Saskatchewan,Male gender,,,Not a visible minority,,,,47,2.55
2018,Sexual abuse,Saskatchewan,Female gender,,,Not a visible minority,,,,47,11.54
2018,Physical or sexual abuse,Alberta,"Total, gender",,,"Total, visible minority population",,,,48,28.82
2018,Physical or sexual abuse,Alberta,Male gender,,,"Total, visible minority population",,,,48,26.18
2018,Physical or sexual abuse,Alberta,Female gender,,,"Total, visible minority population",,,,48,31.47
2018,Physical or sexual abuse,Alberta,"Total, gender",,,Visible minority population,,,,48,26.25
2018,Physical or sexual abuse,Alberta,Male gender,,,Visible minority population,,,,48,24.77
2018,Physical or sexual abuse,Alberta,Female gender,,,Visible minority population,,,,48,28.24
2018,Physical or sexual abuse,Alberta,"Total, gender",,,Not a visible minority,,,,48,29.42
2018,Physical or sexual abuse,Alberta,Male gender,,,Not a visible minority,,,,48,26.52
2018,Physical or sexual abuse,Alberta,Female gender,,,Not a visible minority,,,,48,32.1
2018,Physical or sexual abuse,Alberta,"Total, gender",,,"Not stated, visible minority population",,,,48,32.71
2018,Physical abuse,Alberta,"Total, gender",,,"Total, visible minority population",,,,48,25.15
2018,Physical abuse,Alberta,Male gender,,,"Total, visible minority population",,,,48,24.98
2018,Physical abuse,Alberta,Female gender,,,"Total, visible minority population",,,,48,25.27
2018,Physical abuse,Alberta,"Total, gender",,,Visible minority population,,,,48,24.24
2018,Physical abuse,Alberta,Male gender,,,Visible minority population,,,,48,23.7
2018,Physical abuse,Alberta,Female gender,,,Visible minority population,,,,48,25.02
2018,Physical abuse,Alberta,"Total, gender",,,Not a visible minority,,,,48,25.25
2018,Physical abuse,Alberta,Male gender,,,Not a visible minority,,,,48,25.25
2018,Physical abuse,Alberta,Female gender,,,Not a visible minority,,,,48,25.16
2018,Physical abuse,Alberta,"Total, gender",,,"Not stated, visible minority population",,,,48,31.99
2018,Sexual abuse,Alberta,"Total, gender",,,"Total, visible minority population",,,,48,8.61
2018,Sexual abuse,Alberta,Male gender,,,"Total, visible minority population",,,,48,3.21
2018,Sexual abuse,Alberta,Female gender,,,"Total, visible minority population",,,,48,14.14
2018,Sexual abuse,Alberta,"Total, gender",,,Visible minority population,,,,48,4.95
2018,Sexual abuse,Alberta,Male gender,,,Visible minority population,,,,48,3.02
2018,Sexual abuse,Alberta,Female gender,,,Visible minority population,,,,48,7.39
2018,Sexual abuse,Alberta,"Total, gender",,,Not a visible minority,,,,48,9.71
2018,Sexual abuse,Alberta,Male gender,,,Not a visible minority,,,,48,3.28
2018,Sexual abuse,Alberta,Female gender,,,Not a visible minority,,,,48,15.86
2018,Physical or sexual abuse,British Columbia,"Total, gender",,,"Total, visible minority population",,,,59,30.47
2018,Physical or sexual abuse,British Columbia,Male gender,,,"Total, visible minority population",,,,59,29.46
2018,Physical or sexual abuse,British Columbia,Female gender,,,"Total, visible minority population",,,,59,31.44
2018,Physical or sexual abuse,British Columbia,"Total, gender",,,Visible minority population,,,,59,25.38
2018,Physical or sexual abuse,British Columbia,Male gender,,,Visible minority population,,,,59,26.9
2018,Physical or sexual abuse,British Columbia,Female gender,,,Visible minority population,,,,59,23.56
2018,Physical or sexual abuse,British Columbia,"Total, gender",,,Not a visible minority,,,,59,32.93
2018,Physical or sexual abuse,British Columbia,Male gender,,,Not a visible minority,,,,59,30.92
2018,Physical or sexual abuse,British Columbia,Female gender,,,Not a visible minority,,,,59,34.86
2018,Physical or sexual abuse,British Columbia,"Total, gender",,,"Not stated, visible minority population",,,,59,11.02
2018,Physical abuse,British Columbia,"Total, gender",,,"Total, visible minority population",,,,59,26.58
2018,Physical abuse,British Columbia,Male gender,,,"Total, visible minority population",,,,59,27.7
2018,Physical abuse,British Columbia,Female gender,,,"Total, visible minority population",,,,59,25.46
2018,Physical abuse,British Columbia,"Total, gender",,,Visible minority population,,,,59,23.52
2018,Physical abuse,British Columbia,Male gender,,,Visible minority population,,,,59,25.87
2018,Physical abuse,British Columbia,Female gender,,,Visible minority population,,,,59,20.8
2018,Physical abuse,British Columbia,"Total, gender",,,Not a visible minority,,,,59,28.16
2018,Physical abuse,British Columbia,Male gender,,,Not a visible minority,,,,59,28.79
2018,Physical abuse,British Columbia,Female gender,,,Not a visible minority,,,,59,27.6
2018,Physical abuse,British Columbia,"Total, gender",,,"Not stated, visible minority population",,,,59,9.3
2018,Sexual abuse,British Columbia,"Total, gender",,,"Total, visible minority population",,,,59,9.38
2018,Sexual abuse,British Columbia,Male gender,,,"Total, visible minority population",,,,59,4.87
2018,Sexual abuse,British Columbia,Female gender,,,"Total, visible minority population",,,,59,13.82
2018,Sexual abuse,British Columbia,"Total, gender",,,Visible minority population,,,,59,6.13
2018,Sexual abuse,British Columbia,Male gender,,,Visible minority population,,,,59,4.32
2018,Sexual abuse,British Columbia,Female gender,,,Visible minority population,,,,59,8.11
2018,Sexual abuse,British Columbia,"Total, gender",,,Not a visible minority,,,,59,10.85
2018,Sexual abuse,British Columbia,Male gender,,,Not a visible minority,,,,59,5.2
2018,Sexual abuse,British Columbia,Female gender,,,Not a visible minority,,,,59,16.18
2018,Physical or sexual abuse,Yukon,"Total, gender",,,"Total, visible minority population",,,,60,37.95
2018,Physical or sexual abuse,Yukon,Male gender,,,"Total, visible minority population",,,,60,39.34
2018,Physical or sexual abuse,Yukon,Female gender,,,"Total, visible minority population",,,,60,36.5
2018,Physical or sexual abuse,Yukon,"Total, gender",,,Visible minority population,,,,60,22.41
2018,Physical or sexual abuse,Yukon,"Total, gender",,,Not a visible minority,,,,60,39.86
2018,Physical or sexual abuse,Yukon,Male gender,,,Not a visible minority,,,,60,41.07
2018,Physical or sexual abuse,Yukon,Female gender,,,Not a visible minority,,,,60,38.57
2018,Physical abuse,Yukon,"Total, gender",,,"Total, visible minority population",,,,60,32.88
2018,Physical abuse,Yukon,Male gender,,,"Total, visible minority population",,,,60,36.91
2018,Physical abuse,Yukon,Female gender,,,"Total, visible minority population",,,,60,28.67
2018,Physical abuse,Yukon,"Total, gender",,,Visible minority population,,,,60,19.78
2018,Physical abuse,Yukon,"Total, gender",,,Not a visible minority,,,,60,34.48
2018,Physical abuse,Yukon,Male gender,,,Not a visible minority,,,,60,38.69
2018,Physical abuse,Yukon,Female gender,,,Not a visible minority,,,,60,29.99
2018,Sexual abuse,Yukon,"Total, gender",,,"Total, visible minority population",,,,60,13.82
2018,Sexual abuse,Yukon,Male gender,,,"Total, visible minority population",,,,60,7.73
2018,Sexual abuse,Yukon,Female gender,,,"Total, visible minority population",,,,60,20.16
2018,Sexual abuse,Yukon,"Total, gender",,,Not a visible minority,,,,60,14.76
2018,Sexual abuse,Yukon,Male gender,,,Not a visible minority,,,,60,7.73
2018,Sexual abuse,Yukon,Female gender,,,Not a visible minority,,,,60,22.24
2018,Physical or sexual abuse,Northwest Territories,"Total, gender",,,"Total, visible minority population",,,,61,33.36
2018,Physical or sexual abuse,Northwest Territories,Male gender,,,"Total, visible minority population",,,,61,31.72
2018,Physical or sexual abuse,Northwest Territories,Female gender,,,"Total, visible minority population",,,,61,34.95
2018,Physical or sexual abuse,Northwest Territories,"Total, gender",,,Visible minority population,,,,61,30.31
2018,Physical or sexual abuse,Northwest Territories,"Total, gender",,,Not a visible minority,,,,61,33.46
2018,Physical or sexual abuse,Northwest Territories,Male gender,,,Not a visible minority,,,,61,31.31
2018,Physical or sexual abuse,Northwest Territories,Female gender,,,Not a visible minority,,,,61,35.61
2018,Physical abuse,Northwest Territories,"Total, gender",,,"Total, visible minority population",,,,61,28.47
2018,Physical abuse,Northwest Territories,Male gender,,,"Total, visible minority population",,,,61,28.28
2018,Physical abuse,Northwest Territories,Female gender,,,"Total, visible minority population",,,,61,28.55
2018,Physical abuse,Northwest Territories,"Total, gender",,,Visible minority population,,,,61,29.54
2018,Physical abuse,Northwest Territories,"Total, gender",,,Not a visible minority,,,,61,28.29
2018,Physical abuse,Northwest Territories,Male gender,,,Not a visible minority,,,,61,27.9
2018,Physical abuse,Northwest Territories,Female gender,,,Not a visible minority,,,,61,28.56
