Year,Genre,Groupe d'âge,Géographie,GeoCode,Progress,Value
2018,Femmes+,25 à 54 ans,Terre-Neuve-et-Labrador,10,9.7,9.7
2018,Femmes+,55 ans et plus,Terre-Neuve-et-Labrador,10,13.4,13.4
2018,Femmes+,15 à 64 ans,Terre-Neuve-et-Labrador,10,10.9,10.9
2018,Femmes+,15 à 19 ans,Terre-Neuve-et-Labrador,10,18.3,18.3
2018,Femmes+,20 à 24 ans,Terre-Neuve-et-Labrador,10,11.6,11.6
2018,Femmes+,25 à 29 ans,Terre-Neuve-et-Labrador,10,10.5,10.5
2018,Femmes+,30 à 34 ans,Terre-Neuve-et-Labrador,10,9.5,9.5
2018,Femmes+,35 à 39 ans,Terre-Neuve-et-Labrador,10,9.1,9.1
2018,Femmes+,40 à 44 ans,Terre-Neuve-et-Labrador,10,9.1,9.1
2018,Femmes+,45 à 49 ans,Terre-Neuve-et-Labrador,10,9.4,9.4
2018,Femmes+,50 à 54 ans,Terre-Neuve-et-Labrador,10,11.0,11.0
2018,Femmes+,55 à 59 ans,Terre-Neuve-et-Labrador,10,12.7,12.7
2018,Femmes+,60 à 64 ans,Terre-Neuve-et-Labrador,10,14.4,14.4
2018,Femmes+,65 ans et plus,Terre-Neuve-et-Labrador,10,11.1,11.1
2018,Femmes+,65 à 69 ans,Terre-Neuve-et-Labrador,10,,
2018,Femmes+,70 ans et plus,Terre-Neuve-et-Labrador,10,,
2018,Total - Genre,15 ans et plus,Île-du-Prince-Édouard,11,9.9,9.9
2018,Total - Genre,15 à 24 ans,Île-du-Prince-Édouard,11,12.8,12.8
2018,Total - Genre,25 ans et plus,Île-du-Prince-Édouard,11,9.4,9.4
2018,Total - Genre,25 à 44 ans,Île-du-Prince-Édouard,11,8.5,8.5
2018,Total - Genre,45 à 64 ans,Île-du-Prince-Édouard,11,10.1,10.1
2018,Total - Genre,45 ans et plus,Île-du-Prince-Édouard,11,10.2,10.2
2018,Total - Genre,25 à 54 ans,Île-du-Prince-Édouard,11,8.6,8.6
2018,Total - Genre,55 ans et plus,Île-du-Prince-Édouard,11,11.5,11.5
2018,Total - Genre,15 à 64 ans,Île-du-Prince-Édouard,11,9.8,9.8
2018,Total - Genre,15 à 19 ans,Île-du-Prince-Édouard,11,14.6,14.6
2018,Total - Genre,20 à 24 ans,Île-du-Prince-Édouard,11,11.7,11.7
2018,Total - Genre,25 à 29 ans,Île-du-Prince-Édouard,11,10.1,10.1
2018,Total - Genre,30 à 34 ans,Île-du-Prince-Édouard,11,10.4,10.4
2018,Total - Genre,35 à 39 ans,Île-du-Prince-Édouard,11,6.8,6.8
2018,Total - Genre,40 à 44 ans,Île-du-Prince-Édouard,11,6.7,6.7
2018,Total - Genre,45 à 49 ans,Île-du-Prince-Édouard,11,8.0,8.0
2018,Total - Genre,50 à 54 ans,Île-du-Prince-Édouard,11,8.2,8.2
2018,Total - Genre,55 à 59 ans,Île-du-Prince-Édouard,11,9.5,9.5
2018,Total - Genre,60 à 64 ans,Île-du-Prince-Édouard,11,15.7,15.7
2018,Total - Genre,65 ans et plus,Île-du-Prince-Édouard,11,11.3,11.3
2018,Total - Genre,65 à 69 ans,Île-du-Prince-Édouard,11,12.1,12.1
2018,Total - Genre,70 ans et plus,Île-du-Prince-Édouard,11,,
2018,Hommes+,15 ans et plus,Île-du-Prince-Édouard,11,11.1,11.1
2018,Hommes+,15 à 24 ans,Île-du-Prince-Édouard,11,14.5,14.5
2018,Hommes+,25 ans et plus,Île-du-Prince-Édouard,11,10.5,10.5
2018,Hommes+,25 à 44 ans,Île-du-Prince-Édouard,11,9.3,9.3
2018,Hommes+,45 à 64 ans,Île-du-Prince-Édouard,11,11.3,11.3
2018,Hommes+,45 ans et plus,Île-du-Prince-Édouard,11,11.4,11.4
2018,Hommes+,25 à 54 ans,Île-du-Prince-Édouard,11,9.8,9.8
2018,Hommes+,55 ans et plus,Île-du-Prince-Édouard,11,12.0,12.0
2018,Hommes+,15 à 64 ans,Île-du-Prince-Édouard,11,11.0,11.0
2018,Hommes+,15 à 19 ans,Île-du-Prince-Édouard,11,13.6,13.6
2018,Hommes+,20 à 24 ans,Île-du-Prince-Édouard,11,15.0,15.0
2018,Hommes+,25 à 29 ans,Île-du-Prince-Édouard,11,9.8,9.8
2018,Hommes+,30 à 34 ans,Île-du-Prince-Édouard,11,12.8,12.8
2018,Hommes+,35 à 39 ans,Île-du-Prince-Édouard,11,8.6,8.6
2018,Hommes+,40 à 44 ans,Île-du-Prince-Édouard,11,6.5,6.5
2018,Hommes+,45 à 49 ans,Île-du-Prince-Édouard,11,11.1,11.1
2018,Hommes+,50 à 54 ans,Île-du-Prince-Édouard,11,8.3,8.3
2018,Hommes+,55 à 59 ans,Île-du-Prince-Édouard,11,10.4,10.4
2018,Hommes+,60 à 64 ans,Île-du-Prince-Édouard,11,16.7,16.7
2018,Hommes+,65 ans et plus,Île-du-Prince-Édouard,11,,
2018,Hommes+,65 à 69 ans,Île-du-Prince-Édouard,11,,
2018,Hommes+,70 ans et plus,Île-du-Prince-Édouard,11,,
2018,Femmes+,15 ans et plus,Île-du-Prince-Édouard,11,8.8,8.8
2018,Femmes+,15 à 24 ans,Île-du-Prince-Édouard,11,9.4,9.4
2018,Femmes+,25 ans et plus,Île-du-Prince-Édouard,11,8.6,8.6
2018,Femmes+,25 à 44 ans,Île-du-Prince-Édouard,11,7.6,7.6
2018,Femmes+,45 à 64 ans,Île-du-Prince-Édouard,11,9.4,9.4
2018,Femmes+,45 ans et plus,Île-du-Prince-Édouard,11,8.9,8.9
2018,Femmes+,25 à 54 ans,Île-du-Prince-Édouard,11,7.3,7.3
2018,Femmes+,55 ans et plus,Île-du-Prince-Édouard,11,11.0,11.0
2018,Femmes+,15 à 64 ans,Île-du-Prince-Édouard,11,8.7,8.7
2018,Femmes+,15 à 19 ans,Île-du-Prince-Édouard,11,11.5,11.5
2018,Femmes+,20 à 24 ans,Île-du-Prince-Édouard,11,8.1,8.1
2018,Femmes+,25 à 29 ans,Île-du-Prince-Édouard,11,8.1,8.1
2018,Femmes+,30 à 34 ans,Île-du-Prince-Édouard,11,10.5,10.5
2018,Femmes+,35 à 39 ans,Île-du-Prince-Édouard,11,5.3,5.3
2018,Femmes+,40 à 44 ans,Île-du-Prince-Édouard,11,7.0,7.0
2018,Femmes+,45 à 49 ans,Île-du-Prince-Édouard,11,4.8,4.8
2018,Femmes+,50 à 54 ans,Île-du-Prince-Édouard,11,8.2,8.2
2018,Femmes+,55 à 59 ans,Île-du-Prince-Édouard,11,10.9,10.9
2018,Femmes+,60 à 64 ans,Île-du-Prince-Édouard,11,14.7,14.7
2018,Femmes+,65 ans et plus,Île-du-Prince-Édouard,11,,
2018,Femmes+,65 à 69 ans,Île-du-Prince-Édouard,11,,
2018,Femmes+,70 ans et plus,Île-du-Prince-Édouard,11,,
2018,Total - Genre,15 ans et plus,Nouvelle-Écosse,12,7.9,7.9
2018,Total - Genre,15 à 24 ans,Nouvelle-Écosse,12,15.1,15.1
2018,Total - Genre,25 ans et plus,Nouvelle-Écosse,12,6.7,6.7
2018,Total - Genre,25 à 44 ans,Nouvelle-Écosse,12,7.0,7.0
2018,Total - Genre,45 à 64 ans,Nouvelle-Écosse,12,6.3,6.3
2018,Total - Genre,45 ans et plus,Nouvelle-Écosse,12,6.4,6.4
2018,Total - Genre,25 à 54 ans,Nouvelle-Écosse,12,6.5,6.5
2018,Total - Genre,55 ans et plus,Nouvelle-Écosse,12,7.0,7.0
2018,Total - Genre,15 à 64 ans,Nouvelle-Écosse,12,8.0,8.0
2018,Total - Genre,15 à 19 ans,Nouvelle-Écosse,12,19.9,19.9
2018,Total - Genre,20 à 24 ans,Nouvelle-Écosse,12,12.3,12.3
2018,Total - Genre,25 à 29 ans,Nouvelle-Écosse,12,7.9,7.9
2018,Total - Genre,30 à 34 ans,Nouvelle-Écosse,12,8.4,8.4
2018,Total - Genre,35 à 39 ans,Nouvelle-Écosse,12,6.3,6.3
2018,Total - Genre,40 à 44 ans,Nouvelle-Écosse,12,5.5,5.5
2018,Total - Genre,45 à 49 ans,Nouvelle-Écosse,12,6.2,6.2
2018,Total - Genre,50 à 54 ans,Nouvelle-Écosse,12,5.3,5.3
2018,Total - Genre,55 à 59 ans,Nouvelle-Écosse,12,6.0,6.0
2018,Total - Genre,60 à 64 ans,Nouvelle-Écosse,12,8.8,8.8
2018,Total - Genre,65 ans et plus,Nouvelle-Écosse,12,6.8,6.8
2018,Total - Genre,65 à 69 ans,Nouvelle-Écosse,12,8.8,8.8
2018,Total - Genre,70 ans et plus,Nouvelle-Écosse,12,,
2018,Hommes+,15 ans et plus,Nouvelle-Écosse,12,9.6,9.6
2018,Hommes+,15 à 24 ans,Nouvelle-Écosse,12,17.3,17.3
2018,Hommes+,25 ans et plus,Nouvelle-Écosse,12,8.2,8.2
2018,Hommes+,25 à 44 ans,Nouvelle-Écosse,12,8.7,8.7
2018,Hommes+,45 à 64 ans,Nouvelle-Écosse,12,8.0,8.0
2018,Hommes+,45 ans et plus,Nouvelle-Écosse,12,7.8,7.8
2018,Hommes+,25 à 54 ans,Nouvelle-Écosse,12,8.2,8.2
2018,Hommes+,55 ans et plus,Nouvelle-Écosse,12,8.5,8.5
2018,Hommes+,15 à 64 ans,Nouvelle-Écosse,12,9.7,9.7
2018,Hommes+,15 à 19 ans,Nouvelle-Écosse,12,23.4,23.4
2018,Hommes+,20 à 24 ans,Nouvelle-Écosse,12,14.2,14.2
2018,Hommes+,25 à 29 ans,Nouvelle-Écosse,12,11.3,11.3
2018,Hommes+,30 à 34 ans,Nouvelle-Écosse,12,9.5,9.5
2018,Hommes+,35 à 39 ans,Nouvelle-Écosse,12,7.4,7.4
2018,Hommes+,40 à 44 ans,Nouvelle-Écosse,12,6.4,6.4
2018,Hommes+,45 à 49 ans,Nouvelle-Écosse,12,8.4,8.4
2018,Hommes+,50 à 54 ans,Nouvelle-Écosse,12,6.0,6.0
2018,Hommes+,55 à 59 ans,Nouvelle-Écosse,12,8.2,8.2
2018,Hommes+,60 à 64 ans,Nouvelle-Écosse,12,10.4,10.4
2018,Hommes+,65 ans et plus,Nouvelle-Écosse,12,6.5,6.5
2018,Hommes+,65 à 69 ans,Nouvelle-Écosse,12,,
2018,Hommes+,70 ans et plus,Nouvelle-Écosse,12,,
2018,Femmes+,15 ans et plus,Nouvelle-Écosse,12,6.2,6.2
2018,Femmes+,15 à 24 ans,Nouvelle-Écosse,12,12.7,12.7
2018,Femmes+,25 ans et plus,Nouvelle-Écosse,12,5.0,5.0
2018,Femmes+,25 à 44 ans,Nouvelle-Écosse,12,5.2,5.2
2018,Femmes+,45 à 64 ans,Nouvelle-Écosse,12,4.7,4.7
2018,Femmes+,45 ans et plus,Nouvelle-Écosse,12,4.8,4.8
2018,Femmes+,25 à 54 ans,Nouvelle-Écosse,12,4.9,4.9
2018,Femmes+,55 ans et plus,Nouvelle-Écosse,12,5.4,5.4
2018,Femmes+,15 à 64 ans,Nouvelle-Écosse,12,6.1,6.1
2018,Femmes+,15 à 19 ans,Nouvelle-Écosse,12,16.8,16.8
2018,Femmes+,20 à 24 ans,Nouvelle-Écosse,12,10.2,10.2
2018,Femmes+,25 à 29 ans,Nouvelle-Écosse,12,4.1,4.1
2018,Femmes+,30 à 34 ans,Nouvelle-Écosse,12,7.3,7.3
2018,Femmes+,35 à 39 ans,Nouvelle-Écosse,12,4.9,4.9
2018,Femmes+,40 à 44 ans,Nouvelle-Écosse,12,4.3,4.3
2018,Femmes+,45 à 49 ans,Nouvelle-Écosse,12,4.1,4.1
2018,Femmes+,50 à 54 ans,Nouvelle-Écosse,12,4.6,4.6
2018,Femmes+,55 à 59 ans,Nouvelle-Écosse,12,3.7,3.7
2018,Femmes+,60 à 64 ans,Nouvelle-Écosse,12,7.5,7.5
2018,Femmes+,65 ans et plus,Nouvelle-Écosse,12,7.3,7.3
2018,Femmes+,65 à 69 ans,Nouvelle-Écosse,12,,
2018,Femmes+,70 ans et plus,Nouvelle-Écosse,12,,
2018,Total - Genre,15 ans et plus,Nouveau-Brunswick,13,8.1,8.1
2018,Total - Genre,15 à 24 ans,Nouveau-Brunswick,13,12.5,12.5
2018,Total - Genre,25 ans et plus,Nouveau-Brunswick,13,7.4,7.4
2018,Total - Genre,25 à 44 ans,Nouveau-Brunswick,13,6.9,6.9
2018,Total - Genre,45 à 64 ans,Nouveau-Brunswick,13,7.7,7.7
2018,Total - Genre,45 ans et plus,Nouveau-Brunswick,13,7.8,7.8
2018,Total - Genre,25 à 54 ans,Nouveau-Brunswick,13,6.8,6.8
2018,Total - Genre,55 ans et plus,Nouveau-Brunswick,13,9.1,9.1
2018,Total - Genre,15 à 64 ans,Nouveau-Brunswick,13,8.1,8.1
2018,Total - Genre,15 à 19 ans,Nouveau-Brunswick,13,13.5,13.5
2018,Total - Genre,20 à 24 ans,Nouveau-Brunswick,13,11.7,11.7
2018,Total - Genre,25 à 29 ans,Nouveau-Brunswick,13,7.6,7.6
2018,Total - Genre,30 à 34 ans,Nouveau-Brunswick,13,7.7,7.7
2018,Total - Genre,35 à 39 ans,Nouveau-Brunswick,13,5.9,5.9
2018,Total - Genre,40 à 44 ans,Nouveau-Brunswick,13,6.6,6.6
2018,Total - Genre,45 à 49 ans,Nouveau-Brunswick,13,6.8,6.8
2018,Total - Genre,50 à 54 ans,Nouveau-Brunswick,13,6.1,6.1
2018,Total - Genre,55 à 59 ans,Nouveau-Brunswick,13,8.2,8.2
2018,Total - Genre,60 à 64 ans,Nouveau-Brunswick,13,10.1,10.1
2018,Total - Genre,65 ans et plus,Nouveau-Brunswick,13,9.2,9.2
2018,Total - Genre,65 à 69 ans,Nouveau-Brunswick,13,9.9,9.9
2018,Total - Genre,70 ans et plus,Nouveau-Brunswick,13,,
2018,Hommes+,15 ans et plus,Nouveau-Brunswick,13,9.6,9.6
2018,Hommes+,15 à 24 ans,Nouveau-Brunswick,13,16.3,16.3
2018,Hommes+,25 ans et plus,Nouveau-Brunswick,13,8.5,8.5
2018,Hommes+,25 à 44 ans,Nouveau-Brunswick,13,8.1,8.1
2018,Hommes+,45 à 64 ans,Nouveau-Brunswick,13,8.6,8.6
2018,Hommes+,45 ans et plus,Nouveau-Brunswick,13,8.9,8.9
2018,Hommes+,25 à 54 ans,Nouveau-Brunswick,13,7.9,7.9
2018,Hommes+,55 ans et plus,Nouveau-Brunswick,13,10.1,10.1
2018,Hommes+,15 à 64 ans,Nouveau-Brunswick,13,9.5,9.5
2018,Hommes+,15 à 19 ans,Nouveau-Brunswick,13,16.7,16.7
2018,Hommes+,20 à 24 ans,Nouveau-Brunswick,13,15.5,15.5
2018,Hommes+,25 à 29 ans,Nouveau-Brunswick,13,9.2,9.2
2018,Hommes+,30 à 34 ans,Nouveau-Brunswick,13,9.3,9.3
2018,Hommes+,35 à 39 ans,Nouveau-Brunswick,13,6.1,6.1
2018,Hommes+,40 à 44 ans,Nouveau-Brunswick,13,7.9,7.9
2018,Hommes+,45 à 49 ans,Nouveau-Brunswick,13,7.4,7.4
2018,Hommes+,50 à 54 ans,Nouveau-Brunswick,13,7.7,7.7
2018,Hommes+,55 à 59 ans,Nouveau-Brunswick,13,8.4,8.4
2018,Hommes+,60 à 64 ans,Nouveau-Brunswick,13,11.6,11.6
2018,Hommes+,65 ans et plus,Nouveau-Brunswick,13,,
2018,Hommes+,65 à 69 ans,Nouveau-Brunswick,13,,
2018,Hommes+,70 ans et plus,Nouveau-Brunswick,13,,
2018,Femmes+,15 ans et plus,Nouveau-Brunswick,13,6.6,6.6
2018,Femmes+,15 à 24 ans,Nouveau-Brunswick,13,8.5,8.5
2018,Femmes+,25 ans et plus,Nouveau-Brunswick,13,6.2,6.2
2018,Femmes+,25 à 44 ans,Nouveau-Brunswick,13,5.7,5.7
2018,Femmes+,45 à 64 ans,Nouveau-Brunswick,13,6.7,6.7
2018,Femmes+,45 ans et plus,Nouveau-Brunswick,13,6.6,6.6
2018,Femmes+,25 à 54 ans,Nouveau-Brunswick,13,5.7,5.7
2018,Femmes+,55 ans et plus,Nouveau-Brunswick,13,8.0,8.0
2018,Femmes+,15 à 64 ans,Nouveau-Brunswick,13,6.6,6.6
2018,Femmes+,15 à 19 ans,Nouveau-Brunswick,13,10.4,10.4
2018,Femmes+,20 à 24 ans,Nouveau-Brunswick,13,7.7,7.7
2018,Femmes+,25 à 29 ans,Nouveau-Brunswick,13,5.9,5.9
2018,Femmes+,30 à 34 ans,Nouveau-Brunswick,13,6.6,6.6
2018,Femmes+,35 à 39 ans,Nouveau-Brunswick,13,5.8,5.8
2018,Femmes+,40 à 44 ans,Nouveau-Brunswick,13,5.3,5.3
2018,Femmes+,45 à 49 ans,Nouveau-Brunswick,13,6.3,6.3
2018,Femmes+,50 à 54 ans,Nouveau-Brunswick,13,5.0,5.0
2018,Femmes+,55 à 59 ans,Nouveau-Brunswick,13,8.0,8.0
2018,Femmes+,60 à 64 ans,Nouveau-Brunswick,13,8.9,8.9
2018,Femmes+,65 ans et plus,Nouveau-Brunswick,13,,
2018,Femmes+,65 à 69 ans,Nouveau-Brunswick,13,,
2018,Femmes+,70 ans et plus,Nouveau-Brunswick,13,,
2018,Total - Genre,15 ans et plus,Québec,24,5.5,5.5
2018,Total - Genre,15 à 24 ans,Québec,24,9.0,9.0
2018,Total - Genre,25 ans et plus,Québec,24,4.9,4.9
2018,Total - Genre,25 à 44 ans,Québec,24,4.7,4.7
2018,Total - Genre,45 à 64 ans,Québec,24,5.2,5.2
2018,Total - Genre,45 ans et plus,Québec,24,5.2,5.2
2018,Total - Genre,25 à 54 ans,Québec,24,4.7,4.7
2018,Total - Genre,55 ans et plus,Québec,24,5.4,5.4
2018,Total - Genre,15 à 64 ans,Québec,24,5.5,5.5
2018,Total - Genre,15 à 19 ans,Québec,24,12.7,12.7
2018,Total - Genre,20 à 24 ans,Québec,24,6.8,6.8
2018,Total - Genre,25 à 29 ans,Québec,24,4.7,4.7
2018,Total - Genre,30 à 34 ans,Québec,24,5.0,5.0
2018,Total - Genre,35 à 39 ans,Québec,24,4.7,4.7
2018,Total - Genre,40 à 44 ans,Québec,24,4.2,4.2
2018,Total - Genre,45 à 49 ans,Québec,24,5.5,5.5
2018,Total - Genre,50 à 54 ans,Québec,24,4.3,4.3
2018,Total - Genre,55 à 59 ans,Québec,24,5.1,5.1
2018,Total - Genre,60 à 64 ans,Québec,24,6.4,6.4
2018,Total - Genre,65 ans et plus,Québec,24,4.8,4.8
2018,Total - Genre,65 à 69 ans,Québec,24,5.6,5.6
2018,Total - Genre,70 ans et plus,Québec,24,3.4,3.4
2018,Hommes+,15 ans et plus,Québec,24,5.9,5.9
2018,Hommes+,15 à 24 ans,Québec,24,10.3,10.3
2018,Hommes+,25 ans et plus,Québec,24,5.3,5.3
2018,Hommes+,25 à 44 ans,Québec,24,5.0,5.0
2018,Hommes+,45 à 64 ans,Québec,24,5.6,5.6
2018,Hommes+,45 ans et plus,Québec,24,5.5,5.5
2018,Hommes+,25 à 54 ans,Québec,24,5.0,5.0
2018,Hommes+,55 ans et plus,Québec,24,5.9,5.9
2018,Hommes+,15 à 64 ans,Québec,24,6.0,6.0
2018,Hommes+,15 à 19 ans,Québec,24,14.5,14.5
2018,Hommes+,20 à 24 ans,Québec,24,8.1,8.1
2018,Hommes+,25 à 29 ans,Québec,24,5.1,5.1
2018,Hommes+,30 à 34 ans,Québec,24,5.9,5.9
2018,Hommes+,35 à 39 ans,Québec,24,4.7,4.7
2018,Hommes+,40 à 44 ans,Québec,24,4.2,4.2
2018,Hommes+,45 à 49 ans,Québec,24,5.7,5.7
2018,Hommes+,50 à 54 ans,Québec,24,4.6,4.6
2018,Hommes+,55 à 59 ans,Québec,24,5.3,5.3
2018,Hommes+,60 à 64 ans,Québec,24,7.4,7.4
2018,Hommes+,65 ans et plus,Québec,24,5.0,5.0
2018,Hommes+,65 à 69 ans,Québec,24,5.9,5.9
2018,Hommes+,70 ans et plus,Québec,24,,
2018,Femmes+,15 ans et plus,Québec,24,5.0,5.0
2018,Femmes+,15 à 24 ans,Québec,24,7.5,7.5
2018,Femmes+,25 ans et plus,Québec,24,4.5,4.5
2018,Femmes+,25 à 44 ans,Québec,24,4.3,4.3
2018,Femmes+,45 à 64 ans,Québec,24,4.8,4.8
2018,Femmes+,45 ans et plus,Québec,24,4.7,4.7
2018,Femmes+,25 à 54 ans,Québec,24,4.4,4.4
2018,Femmes+,55 ans et plus,Québec,24,4.8,4.8
2018,Femmes+,15 à 64 ans,Québec,24,5.0,5.0
2018,Femmes+,15 à 19 ans,Québec,24,11.0,11.0
2018,Femmes+,20 à 24 ans,Québec,24,5.4,5.4
2018,Femmes+,25 à 29 ans,Québec,24,4.2,4.2
2018,Femmes+,30 à 34 ans,Québec,24,4.1,4.1
2018,Femmes+,35 à 39 ans,Québec,24,4.7,4.7
2018,Femmes+,40 à 44 ans,Québec,24,4.2,4.2
2018,Femmes+,45 à 49 ans,Québec,24,5.4,5.4
2018,Femmes+,50 à 54 ans,Québec,24,4.1,4.1
2018,Femmes+,55 à 59 ans,Québec,24,4.8,4.8
2018,Femmes+,60 à 64 ans,Québec,24,4.9,4.9
2018,Femmes+,65 ans et plus,Québec,24,4.4,4.4
2018,Femmes+,65 à 69 ans,Québec,24,5.2,5.2
2018,Femmes+,70 ans et plus,Québec,24,,
2018,Total - Genre,15 ans et plus,Ontario,35,5.7,5.7
2018,Total - Genre,15 à 24 ans,Ontario,35,11.7,11.7
2018,Total - Genre,25 ans et plus,Ontario,35,4.6,4.6
2018,Total - Genre,25 à 44 ans,Ontario,35,5.2,5.2
2018,Total - Genre,45 à 64 ans,Ontario,35,4.1,4.1
2018,Total - Genre,45 ans et plus,Ontario,35,4.1,4.1
2018,Total - Genre,25 à 54 ans,Ontario,35,4.7,4.7
2018,Total - Genre,55 ans et plus,Ontario,35,4.3,4.3
2018,Total - Genre,15 à 64 ans,Ontario,35,5.7,5.7
2018,Total - Genre,15 à 19 ans,Ontario,35,15.5,15.5
2018,Total - Genre,20 à 24 ans,Ontario,35,9.5,9.5
2018,Total - Genre,25 à 29 ans,Ontario,35,6.5,6.5
2018,Total - Genre,30 à 34 ans,Ontario,35,5.4,5.4
2018,Total - Genre,35 à 39 ans,Ontario,35,4.0,4.0
2018,Total - Genre,40 à 44 ans,Ontario,35,4.7,4.7
2018,Total - Genre,45 à 49 ans,Ontario,35,4.3,4.3
2018,Total - Genre,50 à 54 ans,Ontario,35,3.5,3.5
2018,Total - Genre,55 à 59 ans,Ontario,35,3.8,3.8
2018,Total - Genre,60 à 64 ans,Ontario,35,5.3,5.3
2018,Total - Genre,65 ans et plus,Ontario,35,3.5,3.5
2018,Total - Genre,65 à 69 ans,Ontario,35,3.7,3.7
2018,Total - Genre,70 ans et plus,Ontario,35,3.4,3.4
2018,Hommes+,15 ans et plus,Ontario,35,5.6,5.6
2018,Hommes+,15 à 24 ans,Ontario,35,12.4,12.4
2018,Hommes+,25 ans et plus,Ontario,35,4.4,4.4
2018,Hommes+,25 à 44 ans,Ontario,35,4.9,4.9
2018,Hommes+,45 à 64 ans,Ontario,35,4.0,4.0
2018,Hommes+,45 ans et plus,Ontario,35,4.0,4.0
2018,Hommes+,25 à 54 ans,Ontario,35,4.4,4.4
2018,Hommes+,55 ans et plus,Ontario,35,4.5,4.5
2018,Hommes+,15 à 64 ans,Ontario,35,5.7,5.7
2018,Hommes+,15 à 19 ans,Ontario,35,16.2,16.2
2018,Hommes+,20 à 24 ans,Ontario,35,10.4,10.4
2018,Hommes+,25 à 29 ans,Ontario,35,7.1,7.1
2018,Hommes+,30 à 34 ans,Ontario,35,5.0,5.0
2018,Hommes+,35 à 39 ans,Ontario,35,3.4,3.4
2018,Hommes+,40 à 44 ans,Ontario,35,4.0,4.0
2018,Hommes+,45 à 49 ans,Ontario,35,3.6,3.6
2018,Hommes+,50 à 54 ans,Ontario,35,3.3,3.3
2018,Hommes+,55 à 59 ans,Ontario,35,4.1,4.1
2018,Hommes+,60 à 64 ans,Ontario,35,5.3,5.3
2018,Hommes+,65 ans et plus,Ontario,35,4.1,4.1
2018,Hommes+,65 à 69 ans,Ontario,35,4.1,4.1
2018,Hommes+,70 ans et plus,Ontario,35,,
2018,Femmes+,15 ans et plus,Ontario,35,5.7,5.7
2018,Femmes+,15 à 24 ans,Ontario,35,10.8,10.8
2018,Femmes+,25 ans et plus,Ontario,35,4.8,4.8
2018,Femmes+,25 à 44 ans,Ontario,35,5.4,5.4
2018,Femmes+,45 à 64 ans,Ontario,35,4.3,4.3
2018,Femmes+,45 ans et plus,Ontario,35,4.2,4.2
2018,Femmes+,25 à 54 ans,Ontario,35,5.0,5.0
2018,Femmes+,55 ans et plus,Ontario,35,4.0,4.0
2018,Femmes+,15 à 64 ans,Ontario,35,5.8,5.8
2018,Femmes+,15 à 19 ans,Ontario,35,14.8,14.8
2018,Femmes+,20 à 24 ans,Ontario,35,8.6,8.6
2018,Femmes+,25 à 29 ans,Ontario,35,5.7,5.7
2018,Femmes+,30 à 34 ans,Ontario,35,5.9,5.9
2018,Femmes+,35 à 39 ans,Ontario,35,4.6,4.6
2018,Femmes+,40 à 44 ans,Ontario,35,5.4,5.4
2018,Femmes+,45 à 49 ans,Ontario,35,5.1,5.1
2018,Femmes+,50 à 54 ans,Ontario,35,3.7,3.7
2018,Femmes+,55 à 59 ans,Ontario,35,3.6,3.6
2018,Femmes+,60 à 64 ans,Ontario,35,5.2,5.2
2018,Femmes+,65 ans et plus,Ontario,35,-1.0,2.8
2018,Femmes+,65 à 69 ans,Ontario,35,3.1,3.1
2018,Femmes+,70 ans et plus,Ontario,35,,
2018,Total - Genre,15 ans et plus,Manitoba,46,6.0,6.0
2018,Total - Genre,15 à 24 ans,Manitoba,46,10.8,10.8
2018,Total - Genre,25 ans et plus,Manitoba,46,5.0,5.0
2018,Total - Genre,25 à 44 ans,Manitoba,46,5.4,5.4
2018,Total - Genre,45 à 64 ans,Manitoba,46,4.7,4.7
2018,Total - Genre,45 ans et plus,Manitoba,46,4.5,4.5
2018,Total - Genre,25 à 54 ans,Manitoba,46,5.1,5.1
2018,Total - Genre,55 ans et plus,Manitoba,46,4.7,4.7
2018,Total - Genre,15 à 64 ans,Manitoba,46,6.1,6.1
2018,Total - Genre,15 à 19 ans,Manitoba,46,15.3,15.3
2018,Total - Genre,20 à 24 ans,Manitoba,46,8.1,8.1
2018,Total - Genre,25 à 29 ans,Manitoba,46,6.5,6.5
2018,Total - Genre,30 à 34 ans,Manitoba,46,5.8,5.8
2018,Total - Genre,35 à 39 ans,Manitoba,46,5.0,5.0
2018,Total - Genre,40 à 44 ans,Manitoba,46,4.4,4.4
2018,Total - Genre,45 à 49 ans,Manitoba,46,4.2,4.2
2018,Total - Genre,50 à 54 ans,Manitoba,46,4.5,4.5
2018,Total - Genre,55 à 59 ans,Manitoba,46,5.5,5.5
2018,Total - Genre,60 à 64 ans,Manitoba,46,4.4,4.4
2018,Total - Genre,65 ans et plus,Manitoba,46,3.6,3.6
2018,Total - Genre,65 à 69 ans,Manitoba,46,3.6,3.6
2018,Total - Genre,70 ans et plus,Manitoba,46,3.6,3.6
2018,Hommes+,15 ans et plus,Manitoba,46,6.4,6.4
2018,Hommes+,15 à 24 ans,Manitoba,46,12.3,12.3
2018,Hommes+,25 ans et plus,Manitoba,46,5.3,5.3
2018,Hommes+,25 à 44 ans,Manitoba,46,5.6,5.6
2018,Hommes+,45 à 64 ans,Manitoba,46,5.0,5.0
2018,Hommes+,45 ans et plus,Manitoba,46,4.9,4.9
2018,Hommes+,25 à 54 ans,Manitoba,46,5.2,5.2
2018,Hommes+,55 ans et plus,Manitoba,46,5.4,5.4
