Year,Niveau de sécurité alimentaire du ménage,Géographie,Sexe,Groupe d'âge,Type de famille économique,Minorité visible,Population autochtone,GeoCode,Value
2021,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les couples de personnes âgées,,,,5.8
2021,Insécurité alimentaire modérée,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les couples de personnes âgées,,,,4.7
2021,Insécurité alimentaire grave,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les couples de personnes âgées,,,,1.1
2021,Sécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les autres familles de personnes âgées,,,,82.2
2021,Insécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les autres familles de personnes âgées,,,,17.8
2021,Insécurité alimentaire marginale,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les autres familles de personnes âgées,,,,5.9
2021,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les autres familles de personnes âgées,,,,11.9
2021,Insécurité alimentaire modérée,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les autres familles de personnes âgées,,,,8.8
2021,Sécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles non âgées,,,,75.2
2021,Insécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles non âgées,,,,24.8
2021,Insécurité alimentaire marginale,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles non âgées,,,,6.2
2021,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles non âgées,,,,18.7
2021,Insécurité alimentaire modérée,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles non âgées,,,,13.9
2021,Insécurité alimentaire grave,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles non âgées,,,,4.7
2021,Sécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les couples,,,,82.4
2021,Insécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les couples,,,,17.6
2021,Insécurité alimentaire marginale,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les couples,,,,5.8
2021,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les couples,,,,11.8
2021,Insécurité alimentaire modérée,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les couples,,,,8.1
2021,Insécurité alimentaire grave,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les couples,,,,3.7
2021,Sécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles comptant un couple avec des enfants,,,,73.3
2021,Insécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles comptant un couple avec des enfants,,,,26.7
2021,Insécurité alimentaire marginale,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles comptant un couple avec des enfants,,,,5.6
2021,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles comptant un couple avec des enfants,,,,21.0
2021,Insécurité alimentaire modérée,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles comptant un couple avec des enfants,,,,16.5
2021,Insécurité alimentaire grave,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles comptant un couple avec des enfants,,,,4.5
2021,Sécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,84.9
2021,Insécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,15.1
2021,Insécurité alimentaire marginale,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,3.5
2021,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,11.6
2021,Insécurité alimentaire modérée,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,,9.1
2021,Sécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles monoparentales,,,,59.4
2021,Insécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles monoparentales,,,,40.6
2021,Insécurité alimentaire marginale,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles monoparentales,,,,10.0
2021,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles monoparentales,,,,30.6
2021,Insécurité alimentaire modérée,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles monoparentales,,,,18.0
2021,Insécurité alimentaire grave,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les familles monoparentales,,,,12.6
2021,Sécurité alimentaire,Provinces de l'Atlantique,Homme,,Personnes dans les familles monoparentales,,,,63.9
2021,Insécurité alimentaire,Provinces de l'Atlantique,Homme,,Personnes dans les familles monoparentales,,,,36.1
2021,Sécurité alimentaire,Provinces de l'Atlantique,Femme,,Personnes dans les familles monoparentales,,,,58.1
2021,Insécurité alimentaire,Provinces de l'Atlantique,Femme,,Personnes dans les familles monoparentales,,,,41.9
2021,Insécurité alimentaire marginale,Provinces de l'Atlantique,Femme,,Personnes dans les familles monoparentales,,,,7.5
2021,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Femme,,Personnes dans les familles monoparentales,,,,34.4
2021,Insécurité alimentaire modérée,Provinces de l'Atlantique,Femme,,Personnes dans les familles monoparentales,,,,19.8
2021,Insécurité alimentaire grave,Provinces de l'Atlantique,Femme,,Personnes dans les familles monoparentales,,,,14.6
2021,Sécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les autres familles de personnes non âgées,,,,66.7
2021,Insécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les autres familles de personnes non âgées,,,,33.3
2021,Insécurité alimentaire marginale,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les autres familles de personnes non âgées,,,,10.5
2021,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les autres familles de personnes non âgées,,,,22.8
2021,Insécurité alimentaire modérée,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les autres familles de personnes non âgées,,,,18.4
2021,Insécurité alimentaire grave,Provinces de l'Atlantique,Les deux sexes,,Personnes dans les autres familles de personnes non âgées,,,,4.3
2021,Sécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes hors famille économique,,,,76.5
2021,Insécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes hors famille économique,,,,23.5
2021,Insécurité alimentaire marginale,Provinces de l'Atlantique,Les deux sexes,,Personnes hors famille économique,,,,6.2
2021,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Les deux sexes,,Personnes hors famille économique,,,,17.3
2021,Insécurité alimentaire modérée,Provinces de l'Atlantique,Les deux sexes,,Personnes hors famille économique,,,,9.5
2021,Insécurité alimentaire grave,Provinces de l'Atlantique,Les deux sexes,,Personnes hors famille économique,,,,7.8
2021,Sécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes âgées hors famille économique,,,,82.6
2021,Insécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes âgées hors famille économique,,,,17.4
2021,Insécurité alimentaire marginale,Provinces de l'Atlantique,Les deux sexes,,Personnes âgées hors famille économique,,,,5.8
2021,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Les deux sexes,,Personnes âgées hors famille économique,,,,11.6
2021,Insécurité alimentaire modérée,Provinces de l'Atlantique,Les deux sexes,,Personnes âgées hors famille économique,,,,8.1
2021,Insécurité alimentaire grave,Provinces de l'Atlantique,Les deux sexes,,Personnes âgées hors famille économique,,,,3.5
2021,Sécurité alimentaire,Provinces de l'Atlantique,Homme,,Personnes âgées hors famille économique,,,,80.0
2021,Insécurité alimentaire,Provinces de l'Atlantique,Homme,,Personnes âgées hors famille économique,,,,20.0
2021,Insécurité alimentaire marginale,Provinces de l'Atlantique,Homme,,Personnes âgées hors famille économique,,,,6.7
2021,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Homme,,Personnes âgées hors famille économique,,,,13.3
2021,Insécurité alimentaire modérée,Provinces de l'Atlantique,Homme,,Personnes âgées hors famille économique,,,,9.8
2021,Sécurité alimentaire,Provinces de l'Atlantique,Femme,,Personnes âgées hors famille économique,,,,84.0
2021,Insécurité alimentaire,Provinces de l'Atlantique,Femme,,Personnes âgées hors famille économique,,,,16.0
2021,Insécurité alimentaire marginale,Provinces de l'Atlantique,Femme,,Personnes âgées hors famille économique,,,,5.4
2021,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Femme,,Personnes âgées hors famille économique,,,,10.6
2021,Insécurité alimentaire modérée,Provinces de l'Atlantique,Femme,,Personnes âgées hors famille économique,,,,7.2
2021,Insécurité alimentaire grave,Provinces de l'Atlantique,Femme,,Personnes âgées hors famille économique,,,,3.4
2021,Sécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes non âgées hors famille économique,,,,73.2
2021,Insécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,,Personnes non âgées hors famille économique,,,,26.8
2021,Insécurité alimentaire marginale,Provinces de l'Atlantique,Les deux sexes,,Personnes non âgées hors famille économique,,,,6.4
2021,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Les deux sexes,,Personnes non âgées hors famille économique,,,,20.5
2021,Insécurité alimentaire modérée,Provinces de l'Atlantique,Les deux sexes,,Personnes non âgées hors famille économique,,,,10.2
2021,Insécurité alimentaire grave,Provinces de l'Atlantique,Les deux sexes,,Personnes non âgées hors famille économique,,,,10.3
2021,Sécurité alimentaire,Provinces de l'Atlantique,Homme,,Personnes non âgées hors famille économique,,,,75.4
2021,Insécurité alimentaire,Provinces de l'Atlantique,Homme,,Personnes non âgées hors famille économique,,,,24.6
2021,Insécurité alimentaire marginale,Provinces de l'Atlantique,Homme,,Personnes non âgées hors famille économique,,,,5.3
2021,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Homme,,Personnes non âgées hors famille économique,,,,19.3
2021,Insécurité alimentaire modérée,Provinces de l'Atlantique,Homme,,Personnes non âgées hors famille économique,,,,10.4
2021,Insécurité alimentaire grave,Provinces de l'Atlantique,Homme,,Personnes non âgées hors famille économique,,,,8.9
2021,Sécurité alimentaire,Provinces de l'Atlantique,Femme,,Personnes non âgées hors famille économique,,,,70.7
2021,Insécurité alimentaire,Provinces de l'Atlantique,Femme,,Personnes non âgées hors famille économique,,,,29.3
2021,Insécurité alimentaire marginale,Provinces de l'Atlantique,Femme,,Personnes non âgées hors famille économique,,,,7.5
2021,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Femme,,Personnes non âgées hors famille économique,,,,21.8
2021,Insécurité alimentaire modérée,Provinces de l'Atlantique,Femme,,Personnes non âgées hors famille économique,,,,10.0
2021,Insécurité alimentaire grave,Provinces de l'Atlantique,Femme,,Personnes non âgées hors famille économique,,,,11.7
2021,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Toutes les personnes,,,10,77.5
2021,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Toutes les personnes,,,10,22.5
2021,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,,Toutes les personnes,,,10,7.4
2021,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,,Toutes les personnes,,,10,15.1
2021,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,,Toutes les personnes,,,10,10.1
2021,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Les deux sexes,,Toutes les personnes,,,10,5.1
2021,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles économiques,,,10,77.7
2021,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles économiques,,,10,22.3
2021,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles économiques,,,10,7.6
2021,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles économiques,,,10,14.6
2021,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles économiques,,,10,10.4
2021,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles économiques,,,10,4.2
2021,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles de personnes âgées,,,10,82.9
2021,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles de personnes âgées,,,10,17.1
2021,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles de personnes âgées,,,10,5.0
2021,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles de personnes âgées,,,10,12.1
2021,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles de personnes âgées,,,10,9.2
2021,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les couples de personnes âgées,,,10,83.7
2021,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les couples de personnes âgées,,,10,16.3
2021,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les couples de personnes âgées,,,10,5.7
2021,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les couples de personnes âgées,,,10,10.6
2021,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les couples de personnes âgées,,,10,7.8
